120_metros => 120_metros, tag#Zu, ctag#Zu, pos#number, lemma#LN_m:120
aventurarías => aventurarías, tag#VMIC2S0, ctag#VMI, pos#verb, lemma#aventurar
aventuras => aventuras, tag#NCFP000, ctag#NC, pos#noun, lemma#aventura
avergonzado => avergonzado, tag#VMP00SM, ctag#VMP, pos#verb, lemma#avergonzar
avergonzose => avergonzose, tag#VMSP3S0, ctag#VMS, pos#verb, lemma#avergonzose
averiguado => averiguado, tag#VMP00SM, ctag#VMP, pos#verb, lemma#averiguar
averiguar => averiguar, tag#VMN0000, ctag#VMN, pos#verb, lemma#averiguar
averiguaré => averiguaré, tag#VMIF1S0, ctag#VMI, pos#verb, lemma#averiguar
aviene => aviene, tag#VMIP3S0, ctag#VMI, pos#verb, lemma#avenir
avisar => avisar, tag#VMN0000, ctag#VMN, pos#verb, lemma#avisar
ay => ay, tag#I, ctag#I, pos#interjection, lemma#ay
Ay => Ay, tag#I, ctag#I, pos#interjection, lemma#ay
ayer => ayer, tag#RG, ctag#RG, pos#adverb, lemma#ayer
Ayer => Ayer, tag#RG, ctag#RG, pos#adverb, lemma#ayer
ayuda => ayuda, tag#NCFS000, ctag#NC, pos#noun, lemma#ayuda
ayudábanse => ayudábanse, tag#AQ0CS00, ctag#AQ, pos#adjective, lemma#ayudábanse
ayudarás => ayudarás, tag#VMIF2S0, ctag#VMI, pos#verb, lemma#ayudar
ayudar => ayudar, tag#VMN0000, ctag#VMN, pos#verb, lemma#ayudar
ayudaría => ayudaría, tag#VMIC3S0, ctag#VMI, pos#verb, lemma#ayudar
ayuden => ayuden, tag#VMSP3P0, ctag#VMS, pos#verb, lemma#ayudar
ayuno => ayuno, tag#NCMS000, ctag#NC, pos#noun, lemma#ayuno
ayuntamiento => ayuntamiento, tag#NCMS000, ctag#NC, pos#noun, lemma#ayuntamiento
Ayuntamiento => Ayuntamiento, tag#NP00000, ctag#NP, pos#noun, lemma#ayuntamiento
ayuntamientos => ayuntamientos, tag#NCMP000, ctag#NC, pos#noun, lemma#ayuntamiento
azadas => azadas, tag#NCFP000, ctag#NC, pos#noun, lemma#azada
azoramiento => azoramiento, tag#NCMS000, ctag#NC, pos#noun, lemma#azoramiento
azotea => azotea, tag#NCFS000, ctag#NC, pos#noun, lemma#azotea
azotes => azotes, tag#NCMP000, ctag#NC, pos#noun, lemma#azote
azufre => azufre, tag#NCMS000, ctag#NC, pos#noun, lemma#azufre
azul => azul, tag#AQ0CS00, ctag#AQ, pos#adjective, lemma#azul
azul => azul, tag#NCMS000, ctag#NC, pos#noun, lemma#azul
baba => baba, tag#NCFS000, ctag#NC, pos#noun, lemma#baba
bah => bah, tag#I, ctag#I, pos#interjection, lemma#bah
Bah => Bah, tag#I, ctag#I, pos#interjection, lemma#bah
Baidejos => Baidejos, tag#NP00000, ctag#NP, pos#noun, lemma#baidejos
bailarinas => bailarinas, tag#AQ0FP00, ctag#AQ, pos#adjective, lemma#bailarín
bailoteo => bailoteo, tag#NCMS000, ctag#NC, pos#noun, lemma#bailoteo
bajaba => bajaba, tag#VMII3S0, ctag#VMI, pos#verb, lemma#bajar
baja => baja, tag#AQ0FS00, ctag#AQ, pos#adjective, lemma#bajo
baja => baja, tag#VMIP3S0, ctag#VMI, pos#verb, lemma#bajar
bajadas => bajadas, tag#VMP00PF, ctag#VMP, pos#verb, lemma#bajar
Bajan => Bajan, tag#VMIP3P0, ctag#VMI, pos#verb, lemma#bajar
bajando => bajando, tag#VMG0000, ctag#VMG, pos#verb, lemma#bajar
bajar => bajar, tag#VMN0000, ctag#VMN, pos#verb, lemma#bajar
bajaron => bajaron, tag#VMIS3P0, ctag#VMI, pos#verb, lemma#bajar
Bajaron => Bajaron, tag#VMIS3P0, ctag#VMI, pos#verb, lemma#bajar
bajas => bajas, tag#AQ0FP00, ctag#AQ, pos#adjective, lemma#bajo
bajas => bajas, tag#NCFP000, ctag#NC, pos#noun, lemma#baja
bajé => bajé, tag#VMIS1S0, ctag#VMI, pos#verb, lemma#bajar
baje => baje, tag#VMSP3S0, ctag#VMS, pos#verb, lemma#bajar
Bajemos => Bajemos, tag#VMSP1P0, ctag#VMS, pos#verb, lemma#bajar
bajeza => bajeza, tag#NCFS000, ctag#NC, pos#noun, lemma#bajeza
bajo => bajo, tag#AQ0MS00, ctag#AQ, pos#adjective, lemma#bajo
bajo => bajo, tag#SP, ctag#SP, pos#adposition, lemma#bajo
Bajo => Bajo, tag#SP, ctag#SP, pos#adposition, lemma#bajo
bajó => bajó, tag#VMIS3S0, ctag#VMI, pos#verb, lemma#bajar
Bajó => Bajó, tag#VMIS3S0, ctag#VMI, pos#verb, lemma#bajar
bajos => bajos, tag#AQ0MP00, ctag#AQ, pos#adjective, lemma#bajo
bala => bala, tag#NCFS000, ctag#NC, pos#noun, lemma#bala
balbucientes => balbucientes, tag#AQ0CP00, ctag#AQ, pos#adjective, lemma#balbucientes
balbucieron => balbucieron, tag#VMIS3P0, ctag#VMI, pos#verb, lemma#balbucir
balbució => balbució, tag#VMIS3S0, ctag#VMI, pos#verb, lemma#balbucir
balcón => balcón, tag#NCMS000, ctag#NC, pos#noun, lemma#balcón
balcones => balcones, tag#NCMP000, ctag#NC, pos#noun, lemma#balcón
baldosa => baldosa, tag#NCFS000, ctag#NC, pos#noun, lemma#baldosa
banco => banco, tag#NCMS000, ctag#NC, pos#noun, lemma#banco
bancos => bancos, tag#NCMP000, ctag#NC, pos#noun, lemma#banco
bandada => bandada, tag#NCFS000, ctag#NC, pos#noun, lemma#bandada
bandido => bandido, tag#NCMS000, ctag#NC, pos#noun, lemma#bandido
bandidos => bandidos, tag#NCMP000, ctag#NC, pos#noun, lemma#bandido
bandolerismo => bandolerismo, tag#NCMS000, ctag#NC, pos#noun, lemma#bandolerismo
banquetes => banquetes, tag#NCMP000, ctag#NC, pos#noun, lemma#banquete
baño => baño, tag#NCMS000, ctag#NC, pos#noun, lemma#baño
barba => barba, tag#NCFS000, ctag#NC, pos#noun, lemma#barba
bárbaras => bárbaras, tag#AQ0FP00, ctag#AQ, pos#adjective, lemma#bárbaro
barbaridad => barbaridad, tag#NCFS000, ctag#NC, pos#noun, lemma#barbaridad
barbaridades => barbaridades, tag#NCFP000, ctag#NC, pos#noun, lemma#barbaridad
barbarie => barbarie, tag#NCFS000, ctag#NC, pos#noun, lemma#barbarie
bárbaro => bárbaro, tag#AQ0MS00, ctag#AQ, pos#adjective, lemma#bárbaro
Bárbaro => Bárbaro, tag#AQ0MS00, ctag#AQ, pos#adjective, lemma#bárbaro
bárbaro => bárbaro, tag#NCMS000, ctag#NC, pos#noun, lemma#bárbaro
bárbaros => bárbaros, tag#NCMP000, ctag#NC, pos#noun, lemma#bárbaro
barbas => barbas, tag#NCFP000, ctag#NC, pos#noun, lemma#barba
barbilampiño => barbilampiño, tag#NCMS000, ctag#NC, pos#noun, lemma#barbilampiño
Barcelona => Barcelona, tag#NP00000, ctag#NP, pos#noun, lemma#barcelona
bardal => bardal, tag#NCMS000, ctag#NC, pos#noun, lemma#bardal
bardales => bardales, tag#NCMP000, ctag#NC, pos#noun, lemma#bardal
bardas => bardas, tag#NCFP000, ctag#NC, pos#noun, lemma#barda
barniz => barniz, tag#NCMS000, ctag#NC, pos#noun, lemma#barniz
barra => barra, tag#NCFS000, ctag#NC, pos#noun, lemma#barra
barraca => barraca, tag#NCFS000, ctag#NC, pos#noun, lemma#barraca
barranco => barranco, tag#NCMS000, ctag#NC, pos#noun, lemma#barranco
barrer => barrer, tag#VMN0000, ctag#VMN, pos#verb, lemma#barrer
barricada => barricada, tag#NCFS000, ctag#NC, pos#noun, lemma#barricada
barrido => barrido, tag#NCMS000, ctag#NC, pos#noun, lemma#barrido
barro => barro, tag#NCMS000, ctag#NC, pos#noun, lemma#barro
barruntaba => barruntaba, tag#VMII3S0, ctag#VMI, pos#verb, lemma#barruntar
Bartolomé_Acero => Bartolomé_Acero, tag#NP00000, ctag#NP, pos#noun, lemma#bartolomé_acero
Bartolomé => Bartolomé, tag#NP00000, ctag#NP, pos#noun, lemma#bartolomé
Bartolomé_de_el_Hoyo => Bartolomé_de_el_Hoyo, tag#NP00000, ctag#NP, pos#noun, lemma#bartolomé_de_el_hoyo
bascas => bascas, tag#NCFP000, ctag#NC, pos#noun, lemma#basca
base => base, tag#NCCS000, ctag#NC, pos#noun, lemma#base
basilisco => basilisco, tag#NCMS000, ctag#NC, pos#noun, lemma#basilisco
bastaba => bastaba, tag#VMII3S0, ctag#VMI, pos#verb, lemma#bastar
bastábale => bastábale, tag#VMIP3S0, ctag#VMI, pos#verb, lemma#bastábale
basta => basta, tag#VMIP3S0, ctag#VMI, pos#verb, lemma#bastar
Basta => Basta, tag#VMIP3S0, ctag#VMI, pos#verb, lemma#bastar
bastan => bastan, tag#VMIP3P0, ctag#VMI, pos#verb, lemma#bastar
bastante => bastante, tag#DI0CS0, ctag#DI, pos#determiner, lemma#bastante
bastante => bastante, tag#RG, ctag#RG, pos#adverb, lemma#bastante
Bastante => Bastante, tag#RG, ctag#RG, pos#adverb, lemma#bastante
bastardea => bastardea, tag#VMIP3S0, ctag#VMI, pos#verb, lemma#bastardear
bastaría => bastaría, tag#VMIC3S0, ctag#VMI, pos#verb, lemma#bastar
batalla => batalla, tag#NCFS000, ctag#NC, pos#noun, lemma#batalla
Batalla => Batalla, tag#NCFS000, ctag#NC, pos#noun, lemma#batalla
Batalla => Batalla, tag#NP00000, ctag#NP, pos#noun, lemma#batalla
batallar => batallar, tag#VMN0000, ctag#VMN, pos#verb, lemma#batallar
batallas => batallas, tag#NCFP000, ctag#NC, pos#noun, lemma#batalla
batallón => batallón, tag#NCMS000, ctag#NC, pos#noun, lemma#batallón
batallones => batallones, tag#NCMP000, ctag#NC, pos#noun, lemma#batallón
bate => bate, tag#VMIP3S0, ctag#VMI, pos#verb, lemma#batir
batiendo => batiendo, tag#VMG0000, ctag#VMG, pos#verb, lemma#batir
batir => batir, tag#VMN0000, ctag#VMN, pos#verb, lemma#batir
baúl => baúl, tag#NCMS000, ctag#NC, pos#noun, lemma#baúl
bayo => bayo, tag#NCMS000, ctag#NC, pos#noun, lemma#bayo
beatífica => beatífica, tag#AQ0FS00, ctag#AQ, pos#adjective, lemma#beatífico
beatífico => beatífico, tag#AQ0MS00, ctag#AQ, pos#adjective, lemma#beatífico
beben => beben, tag#VMIP3P0, ctag#VMI, pos#verb, lemma#beber
beber => beber, tag#VMN0000, ctag#VMN, pos#verb, lemma#beber
beberé => beberé, tag#VMIF1S0, ctag#VMI, pos#verb, lemma#beber
bebía => bebía, tag#VMII3S0, ctag#VMI, pos#verb, lemma#beber
beduinos => beduinos, tag#NCMP000, ctag#NC, pos#noun, lemma#beduino
behetría => behetría, tag#NCFS000, ctag#NC, pos#noun, lemma#behetría
bellaquería => bellaquería, tag#NCFS000, ctag#NC, pos#noun, lemma#bellaquería
bellaquerías => bellaquerías, tag#NCFP000, ctag#NC, pos#noun, lemma#bellaquería
bellas => bellas, tag#AQ0FP00, ctag#AQ, pos#adjective, lemma#bello
belleza => belleza, tag#NCFS000, ctag#NC, pos#noun, lemma#belleza
bellezas => bellezas, tag#NCFP000, ctag#NC, pos#noun, lemma#belleza
bello => bello, tag#AQ0MS00, ctag#AQ, pos#adjective, lemma#bello
bellos => bellos, tag#AQ0MP00, ctag#AQ, pos#adjective, lemma#bello
bendecirán => bendecirán, tag#VMIF3P0, ctag#VMI, pos#verb, lemma#bendecir
bendecir => bendecir, tag#VMN0000, ctag#VMN, pos#verb, lemma#bendecir
bendice => bendice, tag#VMIP3S0, ctag#VMI, pos#verb, lemma#bendecir
bendición => bendición, tag#NCFS000, ctag#NC, pos#noun, lemma#bendición
bendiciones => bendiciones, tag#NCFP000, ctag#NC, pos#noun, lemma#bendición
bendita => bendita, tag#VMP00SF, ctag#VMP, pos#verb, lemma#bendecir
benditas => benditas, tag#VMP00PF, ctag#VMP, pos#verb, lemma#bendecir
bendito => bendito, tag#VMP00SM, ctag#VMP, pos#verb, lemma#bendecir
Bendito => Bendito, tag#VMP00SM, ctag#VMP, pos#verb, lemma#bendecir
benéfica => benéfica, tag#AQ0FS00, ctag#AQ, pos#adjective, lemma#benéfico
Beneficencia => Beneficencia, tag#NP00000, ctag#NP, pos#noun, lemma#beneficencia
beneficios => beneficios, tag#NCMP000, ctag#NC, pos#noun, lemma#beneficio
beneficioso => beneficioso, tag#AQ0MS00, ctag#AQ, pos#adjective, lemma#beneficioso
benévolamente => benévolamente, tag#RG, ctag#RG, pos#adverb, lemma#benévolamente
benevolencia => benevolencia, tag#NCFS000, ctag#NC, pos#noun, lemma#benevolencia
benignidad => benignidad, tag#NCFS000, ctag#NC, pos#noun, lemma#benignidad
bergante => bergante, tag#NCMS000, ctag#NC, pos#noun, lemma#bergante
bermellonada => bermellonada, tag#VMP00SF, ctag#VMP, pos#verb, lemma#bermellonada
bermellonadas => bermellonadas, tag#VMP00PF, ctag#VMP, pos#verb, lemma#bermellonadas
Bernardo_Armador_de_Soto => Bernardo_Armador_de_Soto, tag#NP00000, ctag#NP, pos#noun, lemma#bernardo_armador_de_soto
besabas => besabas, tag#VMII2S0, ctag#VMI, pos#verb, lemma#besar
Besa => Besa, tag#VMM02S0, ctag#VMM, pos#verb, lemma#besar
besó => besó, tag#VMIS3S0, ctag#VMI, pos#verb, lemma#besar
besos => besos, tag#NCMP000, ctag#NC, pos#noun, lemma#beso
bestia => bestia, tag#NCCS000, ctag#NC, pos#noun, lemma#bestia
besuqueaba => besuqueaba, tag#VMII3S0, ctag#VMI, pos#verb, lemma#besuquear
Biblia => Biblia, tag#NP00000, ctag#NP, pos#noun, lemma#biblia
bibliófilo => bibliófilo, tag#NCMS000, ctag#NC, pos#noun, lemma#bibliófilo
biblioteca => biblioteca, tag#NCFS000, ctag#NC, pos#noun, lemma#biblioteca
bibliotecas => bibliotecas, tag#NCFP000, ctag#NC, pos#noun, lemma#biblioteca
bien => bien, tag#NCMS000, ctag#NC, pos#noun, lemma#bien
bien => bien, tag#RG, ctag#RG, pos#adverb, lemma#bien
Bien => Bien, tag#RG, ctag#RG, pos#adverb, lemma#bien
bienestar => bienestar, tag#NCMS000, ctag#NC, pos#noun, lemma#bienestar
bigote => bigote, tag#NCMS000, ctag#NC, pos#noun, lemma#bigote
bigotejo => bigotejo, tag#NCMS000, ctag#NC, pos#noun, lemma#bigotejo
bigotes => bigotes, tag#NCMP000, ctag#NC, pos#noun, lemma#bigote
biliosa => biliosa, tag#AQ0FS00, ctag#AQ, pos#adjective, lemma#bilioso
bisagras => bisagras, tag#NCFP000, ctag#NC, pos#noun, lemma#bisagra
Bismarck => Bismarck, tag#NP00000, ctag#NP, pos#noun, lemma#bismarck
bizarría => bizarría, tag#NCFS000, ctag#NC, pos#noun, lemma#bizarría
bizcos => bizcos, tag#NCMP000, ctag#NC, pos#noun, lemma#bizco
blanca => blanca, tag#AQ0FS00, ctag#AQ, pos#adjective, lemma#blanco
blancas => blancas, tag#AQ0FP00, ctag#AQ, pos#adjective, lemma#blanco
blanco => blanco, tag#AQ0MS00, ctag#AQ, pos#adjective, lemma#blanco
blandamente => blandamente, tag#RG, ctag#RG, pos#adverb, lemma#blandamente
blanquecino => blanquecino, tag#AQ0MS00, ctag#AQ, pos#adjective, lemma#blanquecino
blanqui-negras => blanqui-negras, tag#AQ0FP00, ctag#AQ, pos#adjective, lemma#blanqui-negras
blanquísimos => blanquísimos, tag#AQSMP00, ctag#AQ, pos#adjective, lemma#blanco
blasfemia => blasfemia, tag#NCFS000, ctag#NC, pos#noun, lemma#blasfemia
blasfemias => blasfemias, tag#NCFP000, ctag#NC, pos#noun, lemma#blasfemia
blasfemo => blasfemo, tag#NCMS000, ctag#NC, pos#noun, lemma#blasfemo
bobería => bobería, tag#NCFS000, ctag#NC, pos#noun, lemma#bobería
bobos => bobos, tag#NCMP000, ctag#NC, pos#noun, lemma#bobo
boca => boca, tag#NCFS000, ctag#NC, pos#noun, lemma#boca
boda => boda, tag#NCFS000, ctag#NC, pos#noun, lemma#boda
bofetada => bofetada, tag#NCFS000, ctag#NC, pos#noun, lemma#bofetada
bofetadas => bofetadas, tag#NCFP000, ctag#NC, pos#noun, lemma#bofetada
bofetón => bofetón, tag#NCMS000, ctag#NC, pos#noun, lemma#bofetón
bolita => bolita, tag#NCFS000, ctag#NC, pos#noun, lemma#bolita
bolsillo => bolsillo, tag#NCMS000, ctag#NC, pos#noun, lemma#bolsillo
bombardeada => bombardeada, tag#VMP00SF, ctag#VMP, pos#verb, lemma#bombardear
bonachona => bonachona, tag#AQ0FS00, ctag#AQ, pos#adjective, lemma#bonachón
Bonaparte => Bonaparte, tag#NP00000, ctag#NP, pos#noun, lemma#bonaparte
bondad => bondad, tag#NCFS000, ctag#NC, pos#noun, lemma#bondad
bondades => bondades, tag#NCFP000, ctag#NC, pos#noun, lemma#bondad
bondadosa => bondadosa, tag#AQ0FS00, ctag#AQ, pos#adjective, lemma#bondadoso
bondadosamente => bondadosamente, tag#RG, ctag#RG, pos#adverb, lemma#bondadosamente
bondadosas => bondadosas, tag#AQ0FP00, ctag#AQ, pos#adjective, lemma#bondadoso
bondadoso => bondadoso, tag#AQ0MS00, ctag#AQ, pos#adjective, lemma#bondadoso
bonita => bonita, tag#AQ0FS00, ctag#AQ, pos#adjective, lemma#bonito
bonitas => bonitas, tag#AQ0FP00, ctag#AQ, pos#adjective, lemma#bonito
Bonito => Bonito, tag#AQ0MS00, ctag#AQ, pos#adjective, lemma#bonito
boquete => boquete, tag#NCMS000, ctag#NC, pos#noun, lemma#boquete
borbotones => borbotones, tag#NCMP000, ctag#NC, pos#noun, lemma#borbotón
bordado => bordado, tag#VMP00SM, ctag#VMP, pos#verb, lemma#bordar
bordados => bordados, tag#NCMP000, ctag#NC, pos#noun, lemma#bordado
borde => borde, tag#NCMS000, ctag#NC, pos#noun, lemma#borde
borla => borla, tag#NCFS000, ctag#NC, pos#noun, lemma#borla
borracho => borracho, tag#AQ0MS00, ctag#AQ, pos#adjective, lemma#borracho
borracho => borracho, tag#NCMS000, ctag#NC, pos#noun, lemma#borracho
borrachos => borrachos, tag#NCMP000, ctag#NC, pos#noun, lemma#borracho
borrico => borrico, tag#NCMS000, ctag#NC, pos#noun, lemma#borrico
bosque => bosque, tag#NCMS000, ctag#NC, pos#noun, lemma#bosque
bostezando => bostezando, tag#VMG0000, ctag#VMG, pos#verb, lemma#bostezar
bostezar => bostezar, tag#VMN0000, ctag#VMN, pos#verb, lemma#bostezar
botas => botas, tag#NCFP000, ctag#NC, pos#noun, lemma#bota
botellas => botellas, tag#NCFP000, ctag#NC, pos#noun, lemma#botella
botica => botica, tag#NCFS000, ctag#NC, pos#noun, lemma#botica
botones => botones, tag#NCMP000, ctag#NC, pos#noun, lemma#botón
bóveda => bóveda, tag#NCFS000, ctag#NC, pos#noun, lemma#bóveda
bozo => bozo, tag#NCMS000, ctag#NC, pos#noun, lemma#bozo
bramaba => bramaba, tag#VMII3S0, ctag#VMI, pos#verb, lemma#bramar
bramido => bramido, tag#NCMS000, ctag#NC, pos#noun, lemma#bramido
bramó => bramó, tag#VMIS3S0, ctag#VMI, pos#verb, lemma#bramar
bravo => bravo, tag#AQ0MS00, ctag#AQ, pos#adjective, lemma#bravo
bravos => bravos, tag#AQ0MP00, ctag#AQ, pos#adjective, lemma#bravo
bravucón => bravucón, tag#NCMS000, ctag#NC, pos#noun, lemma#bravucón
brazo => brazo, tag#NCMS000, ctag#NC, pos#noun, lemma#brazo
brazos => brazos, tag#NCMP000, ctag#NC, pos#noun, lemma#brazo
breve => breve, tag#AQ0CS00, ctag#AQ, pos#adjective, lemma#breve
breves => breves, tag#AQ0CP00, ctag#AQ, pos#adjective, lemma#breve
brevísimo => brevísimo, tag#AQSMS00, ctag#AQ, pos#adjective, lemma#breve
bribón => bribón, tag#NCMS000, ctag#NC, pos#noun, lemma#bribón
brigada => brigada, tag#NCFS000, ctag#NC, pos#noun, lemma#brigada
brigadier => brigadier, tag#NCCS000, ctag#NC, pos#noun, lemma#brigadier
brillaban => brillaban, tag#VMII3P0, ctag#VMI, pos#verb, lemma#brillar
brilla => brilla, tag#VMIP3S0, ctag#VMI, pos#verb, lemma#brillar
brillante => brillante, tag#AQ0CS00, ctag#AQ, pos#adjective, lemma#brillante
brillantez => brillantez, tag#NCFS000, ctag#NC, pos#noun, lemma#brillantez
brillase => brillase, tag#VMSI3S0, ctag#VMS, pos#verb, lemma#brillar
brilló => brilló, tag#VMIS3S0, ctag#VMI, pos#verb, lemma#brillar
brindis => brindis, tag#NCMN000, ctag#NC, pos#noun, lemma#brindis
brío => brío, tag#NCMS000, ctag#NC, pos#noun, lemma#brío
bríos => bríos, tag#NCMP000, ctag#NC, pos#noun, lemma#brío
broma => broma, tag#NCFS000, ctag#NC, pos#noun, lemma#broma
bromas => bromas, tag#NCFP000, ctag#NC, pos#noun, lemma#broma
bromear => bromear, tag#VMN0000, ctag#VMN, pos#verb, lemma#bromear
bromees => bromees, tag#VMSP2S0, ctag#VMS, pos#verb, lemma#bromear
bronca => bronca, tag#AQ0FS00, ctag#AQ, pos#adjective, lemma#bronco
Brumario => Brumario, tag#NP00000, ctag#NP, pos#noun, lemma#brumario
brusca => brusca, tag#AQ0FS00, ctag#AQ, pos#adjective, lemma#brusco
bruscamente => bruscamente, tag#RG, ctag#RG, pos#adverb, lemma#bruscamente
brusco => brusco, tag#AQ0MS00, ctag#AQ, pos#adjective, lemma#brusco
bruta => bruta, tag#AQ0FS00, ctag#AQ, pos#adjective, lemma#bruto
brutal => brutal, tag#AQ0CS00, ctag#AQ, pos#adjective, lemma#brutal
brutales => brutales, tag#AQ0CP00, ctag#AQ, pos#adjective, lemma#brutal
brutalidad => brutalidad, tag#NCFS000, ctag#NC, pos#noun, lemma#brutalidad
brutalidades => brutalidades, tag#NCFP000, ctag#NC, pos#noun, lemma#brutalidad
brutalmente => brutalmente, tag#RG, ctag#RG, pos#adverb, lemma#brutalmente
bruto => bruto, tag#AQ0MS00, ctag#AQ, pos#adjective, lemma#bruto
buena => buena, tag#AQ0FS00, ctag#AQ, pos#adjective, lemma#bueno
Buena => Buena, tag#AQ0FS00, ctag#AQ, pos#adjective, lemma#bueno
Buena => Buena, tag#NP00000, ctag#NP, pos#noun, lemma#buena
buenas => buenas, tag#AQ0FP00, ctag#AQ, pos#adjective, lemma#bueno
Buenas => Buenas, tag#AQ0FP00, ctag#AQ, pos#adjective, lemma#bueno
buen => buen, tag#AQ0MS00, ctag#AQ, pos#adjective, lemma#bueno
Buen => Buen, tag#AQ0MS00, ctag#AQ, pos#adjective, lemma#bueno
bueno => bueno, tag#AQ0MS00, ctag#AQ, pos#adjective, lemma#bueno
Bueno => Bueno, tag#AQ0MS00, ctag#AQ, pos#adjective, lemma#bueno
bueno => bueno, tag#I, ctag#I, pos#interjection, lemma#bueno
Bueno => Bueno, tag#I, ctag#I, pos#interjection, lemma#bueno
buenos => buenos, tag#AQ0MP00, ctag#AQ, pos#adjective, lemma#bueno
Buenos => Buenos, tag#AQ0MP00, ctag#AQ, pos#adjective, lemma#bueno
bufete => bufete, tag#NCMS000, ctag#NC, pos#noun, lemma#bufete
Bufos => Bufos, tag#NP00000, ctag#NP, pos#noun, lemma#bufos
buitre => buitre, tag#NCMS000, ctag#NC, pos#noun, lemma#buitre
bullicio => bullicio, tag#NCMS000, ctag#NC, pos#noun, lemma#bullicio
bulliciosa => bulliciosa, tag#AQ0FS00, ctag#AQ, pos#adjective, lemma#bullicioso
bulto => bulto, tag#NCMS000, ctag#NC, pos#noun, lemma#bulto
bultos => bultos, tag#NCMP000, ctag#NC, pos#noun, lemma#bulto
Bunsen => Bunsen, tag#NP00000, ctag#NP, pos#noun, lemma#bunsen
buquinista => buquinista, tag#NCCS000, ctag#NC, pos#noun, lemma#buquinista
Burguillos => Burguillos, tag#NP00000, ctag#NP, pos#noun, lemma#burguillos
burlábase => burlábase, tag#NCCS000, ctag#NC, pos#noun, lemma#burlábase
burla => burla, tag#NCFS000, ctag#NC, pos#noun, lemma#burla
burla => burla, tag#VMIP3S0, ctag#VMI, pos#verb, lemma#burlar
burlando => burlando, tag#VMG0000, ctag#VMG, pos#verb, lemma#burlar
burlar => burlar, tag#VMN0000, ctag#VMN, pos#verb, lemma#burlar
burlas => burlas, tag#NCFP000, ctag#NC, pos#noun, lemma#burla
burle => burle, tag#VMSP3S0, ctag#VMS, pos#verb, lemma#burlar
burles => burles, tag#VMSP2S0, ctag#VMS, pos#verb, lemma#burlar
burlesca => burlesca, tag#AQ0FS00, ctag#AQ, pos#adjective, lemma#burlesco
burro => burro, tag#NCMS000, ctag#NC, pos#noun, lemma#burro
burros => burros, tag#NCMP000, ctag#NC, pos#noun, lemma#burro
buscaba => buscaba, tag#VMII3S0, ctag#VMI, pos#verb, lemma#buscar
busca => busca, tag#NCFS000, ctag#NC, pos#noun, lemma#busca
busca => busca, tag#VMIP3S0, ctag#VMI, pos#verb, lemma#buscar
Buscad => Buscad, tag#VMM02P0, ctag#VMM, pos#verb, lemma#buscar
buscadores => buscadores, tag#NCMP000, ctag#NC, pos#noun, lemma#buscador
buscan => buscan, tag#VMIP3P0, ctag#VMI, pos#verb, lemma#buscar
buscar => buscar, tag#VMN0000, ctag#VMN, pos#verb, lemma#buscar
buscaré => buscaré, tag#VMIF1S0, ctag#VMI, pos#verb, lemma#buscar
busco => busco, tag#VMIP1S0, ctag#VMI, pos#verb, lemma#buscar
busquemos => busquemos, tag#VMSP1P0, ctag#VMS, pos#verb, lemma#buscar
busto => busto, tag#NCMS000, ctag#NC, pos#noun, lemma#busto
butaca => butaca, tag#NCFS000, ctag#NC, pos#noun, lemma#butaca
cabal => cabal, tag#AQ0CS00, ctag#AQ, pos#adjective, lemma#cabal
